spkid,full_name,a,e,i,om,w,q,ad,per_y,H,rot_per,spec_B,spec_T,n,per,class,producer,first_obs,diameter
2000708,   708 Raphaela (1911 LJ),2.6702906,0.0864504,3.49103,355.20939,197.92212,2.4394429,2.9011383,4.363610668,10.61,20.918,,S,0.22587402,1593.808797,MBA,MPCLINUX,1892-??-??,21.43
2000709,   709 Fringilla (1911 LK),2.914572029,0.112749311,16.29242537,324.4957319,17.03490384,2.585956041,3.243188016,4.975885648,9.04,52.4,,X,0.198080574,1817.442233,MBA,Otto Matic,2/16/06,96.56
2000710,   710 Gertrud (1911 LM),3.1277551,0.1353771,1.74998,140.19547,100.45792,2.7043287,3.5511815,5.53168344,11.1,8.288,,,0.17817836,2020.447376,MBA,MPCLINUX,1911-??-??,26.81
2000712,   712 Boliviana (1911 LO),2.575253369,0.186113507,12.76292661,230.9044822,181.7743235,2.095963933,3.054542804,4.132740613,8.32,11.732,X,C,0.238492172,1509.483509,MBA,Otto Matic,3/25/11,127.57
2000713,   713 Luscinia (1911 LS),3.391547403,0.165286617,10.35815519,217.7278673,137.024446,2.830970006,3.952124801,6.246044005,8.97,8.28,C,C,0.157800086,2281.367573,OMB,Otto Matic,4/18/11,105.52
2000714,   714 Ulula (1911 LW),2.5353833,0.0564756,14.26732,233.92037,232.36098,2.392196,2.6785706,4.037138403,9.07,6.998,,S,0.24413983,1474.564802,MBA,MPCLINUX,1911-??-??,39.18
2000715,   715 Transvaalia (1911 LX),2.7685606,0.0838476,13.80421,46.20005,299.0581,2.5364234,3.0006978,4.606692966,9.8,11.8,X,,0.21395528,1682.594606,MBA,MPCLINUX,1917-??-??,28.55
2000716,   716 Berkeley (1911 MD),2.812708,0.0844219,8.48065,145.99706,57.11471,2.5752538,3.0501622,4.717318239,10.84,15.55,S,S,0.20893784,1723.000487,MBA,MPCLINUX,1906-??-??,21.28
2000717,   717 Wisibada (1911 MJ),3.1485156,0.2593321,1.64261,343.74506,24.92653,2.3320044,3.9650268,5.586849461,11.1,,,DX:,0.17641898,2040.596766,MBA,MPCLINUX,1950-??-??,31.04
2000718,   718 Erida (1911 MS),3.053254,0.2009098,6.92945,38.62366,174.85192,2.4398253,3.6666827,5.335223365,9.8,17.447,X,,0.18473946,1948.690334,MBA,MPCLINUX,1902-??-??,72.94
2000720,   720 Bohlinia (1911 MW),2.8878924,0.0163724,2.35601,35.72578,118.03286,2.8406107,2.9351741,4.907719475,9.71,8.919,Sq,S,0.20083183,1792.544538,MBA,MPCLINUX,1899-??-??,33.73
2000721,   721 Tabora (1911 MZ),3.5659444,0.1135301,8.32692,38.73805,354.90099,3.1611024,3.9707864,6.733952586,9.26,7.982,,D,0.14636668,2459.576182,OMB,MPCLINUX,1911-??-??,76.07
2000723,   723 Hammonia (1911 NB),2.9946785,0.0543692,4.99399,163.36305,245.75607,2.8318602,3.1574968,5.182430972,9.7,5.436,C,,0.19018609,1892.882913,MBA,MPCLINUX,1919-??-??,35.68
2000725,   725 Amanda (1911 ND),2.5737702,0.2196125,3.78707,68.8226,322.72863,2.0085381,3.1390023,4.129170738,11.81,3.749,,CSU,0.23869836,1508.179612,MBA,MPCLINUX,1915-??-??,21.51
2000726,   726 Joella (1911 NM),2.5665562,0.2844257,15.4101,242.30081,112.3948,1.8365617,3.2965507,4.111822586,10.57,13.04,,,0.23970545,1501.8432,MBA,MPCLINUX,1931-??-??,44.02
2000727,   727 Nipponia (1912 NT),2.566863,0.1043895,15.0604,133.08359,275.03296,2.2989095,2.8348165,4.112559811,9.62,5.0687,,DT,0.23966248,1502.112471,MBA,MPCLINUX,1908-??-??,32.17
2000729,   729 Watsonia (1912 OD),2.7592021,0.0960855,18.04214,124.4037,88.29007,2.4940828,3.0243214,4.583354744,9.31,16.71,L,STGD,0.21504473,1674.07032,MBA,MPCLINUX,1937-??-??,49.15
2000731,   731 Sorga (1912 OQ),2.990935198,0.136287036,10.70469908,46.53888288,287.2245793,2.583309505,3.39856089,5.172716868,9.62,8.184,Xe,CD,0.19054325,1889.334836,MBA,Otto Matic,1/30/16,41.78
2000732,   732 Tjilaki (1912 OR),2.456416,0.0445403,10.98802,173.38647,64.59326,2.3470065,2.5658255,3.85000296,10.7,12.34,,,0.25600663,1406.213581,MBA,MPCLINUX,1913-??-??,37.61
2000733,   733 Mocia (1912 PF),3.3963044,0.0620867,20.262,341.13679,193.23207,3.1854391,3.6071697,6.259189738,9.05,11.374,,CF,0.15746867,2286.169052,OMB,MPCLINUX,1909-??-??,88.71
2000734,   734 Benda (1912 PH),3.1470472,0.0968084,5.79918,3.28931,67.93142,2.8423866,3.4517078,5.582941506,9.7,7.11,,,0.17654247,2039.169385,MBA,MPCLINUX,1920-??-??,70.82
2000735,   735 Marghanna (1912 PY),2.7266671,0.3227991,16.88717,42.98109,310.12197,1.8465014,3.6068328,4.502527526,9.55,15.95,Ch,C,0.21890511,1644.548179,MBA,MPCLINUX,1921-??-??,74.32
2000736,   736 Harvard (1912 PZ),2.2021162,0.1649813,4.3741,135.94824,200.28653,1.8388082,2.5654242,3.267898365,11.64,6.7,,S,0.30160861,1193.599878,MBA,MPCLINUX,1912-??-??,16.66
2000737,   737 Arequipa (1912 QB),2.594036789,0.242367243,12.3481318,184.8605711,134.0975844,1.965327246,3.222746333,4.178038127,8.81,14.13,S,S,0.235906484,1526.028426,MBA,Otto Matic,5/7/15,44.07
2000738,   738 Alagasta (1913 QO),3.040574877,0.056597256,3.530763401,132.1374371,40.24101324,2.868486682,3.212663072,5.30202482,10.13,17.83,,CGSU,0.185896203,1936.564566,MBA,Otto Matic,1/7/13,62.79
2000739,   739 Mandeville (1913 QR),2.737749248,0.142727136,20.65853934,136.6231624,45.34105766,2.346998139,3.128500356,4.530005243,8.5,11.931,X,X,0.217577294,1654.584415,MBA,Otto Matic,10/2/15,107.53
2000740,   740 Cantabia (1913 QS),3.0532468,0.1126941,10.83762,116.12661,47.98251,2.7091639,3.3973297,5.335204593,8.97,64.453,,CX,0.18474011,1948.683478,MBA,MPCLINUX,1913-??-??,90.9
2000741,   741 Botolphia (1913 QT),2.7200067,0.0697939,8.41469,100.78636,62.94874,2.5301668,2.9098466,4.486040431,10.4,23.93,X,X,0.21970963,1638.526268,MBA,MPCLINUX,1909-??-??,29.64
2000742,   742 Edisona (1913 QU),3.0097902,0.1192043,11.22023,64.22655,284.68532,2.6510103,3.3685701,5.221707565,9.55,18.52,K,S,0.18875555,1907.228688,MBA,MPCLINUX,1913-??-??,45.6
2000743,   743 Eugenisis (1913 QV),2.793467758,0.05697424,4.827788553,229.1424031,186.1875337,2.634312055,2.952623461,4.668998098,10,10.23,Ch,,0.211100168,1705.351555,MBA,Otto Matic,2/25/13,53.17
2000744,   744 Aguntina (1913 QW),3.1687479,0.1204342,7.7063,142.74703,29.66438,2.7871223,3.5503735,5.640787364,10.21,17.47,,FX:,0.17473204,2060.297585,MBA,MPCLINUX,1913-??-??,58.69
2000746,   746 Marlu (1913 QY),3.107771822,0.239424992,17.50557869,2.018029029,307.2325857,2.363693577,3.851850067,5.478755116,10,7.787,,P,0.179899678,2001.115306,MBA,Otto Matic,9/12/15,69.75
2000747,   747 Winchester (1913 QZ),3.000903936,0.340775169,18.16396056,130.098291,275.428688,1.978270389,4.023537483,5.198599276,7.69,9.4146,C,PC,0.189594587,1898.788385,MBA,Otto Matic,3/9/13,171.71
2000748,   748 Simeisa (1913 RD),3.960549868,0.189493977,2.258840747,265.5754833,179.287557,3.210049524,4.711050212,7.882090758,9.01,11.919,,P,0.1250463,2878.933649,OMB,Otto Matic,2/19/20,102.97
2000750,   750 Oskar (1913 RG),2.4449544,0.128457,3.95102,69.74675,72.28734,2.1308829,2.7590259,3.823088369,12.13,6.2584,,F,0.25780892,1396.383027,MBA,MPCLINUX,1932-??-??,20.57
2000751,   751 Faina (1913 RK),2.5510677,0.1520502,15.61367,78.89183,302.97456,2.1631773,2.9389581,4.074658197,8.66,23.678,Ch,C,0.24189177,1488.268906,MBA,MPCLINUX,1913-??-??,110.5
2000752,   752 Sulamitis (1913 RL),2.46212366,0.073613956,5.95980605,85.17132311,23.14433296,2.280876998,2.643370322,3.863429526,10.1,27.367,,,0.255116931,1411.117635,MBA,Otto Matic,5/21/17,62.77
2000753,   753 Tiflis (1913 RM),2.3286336,0.2222792,10.09309,61.42684,202.96562,1.8110268,2.8462404,3.553529664,10.21,9.85,L,S,0.27736543,1297.92671,MBA,MPCLINUX,1909-??-??,23.59
2000754,   754 Malabar (1906 UT),2.987542397,0.047925951,24.56091767,180.0708884,301.4975295,2.844361587,3.130723208,5.163917772,9.19,11.74,Ch,XC,0.190867928,1886.120966,MBA,Otto Matic,1901-10-12,87.62
2000755,   755 Quintilla (1908 CZ),3.1788081,0.1424515,3.23497,177.16513,42.84399,2.7259821,3.6316341,5.667671268,9.81,4.552,,M,0.17390322,2070.116931,MBA,MPCLINUX,1915-??-??,36.04
2000756,   756 Lilliana (1908 DC),3.197195158,0.147896908,20.34832202,208.0975827,5.419376214,2.724339881,3.670050434,5.716917461,9.6,7.834,,,0.172405197,2088.104103,MBA,Otto Matic,5/25/14,71.5
2000757,   757 Portlandia (1908 EJ),2.373474401,0.108672262,8.166485446,22.55126807,43.88538655,2.115543568,2.631405234,3.656663783,10.2,6.5837,Xk,XF,0.269542496,1335.596447,MBA,Otto Matic,2/14/17,32.09
2000758,   758 Mancunia (1912 PE),3.188032053,0.151927519,5.611020511,106.197663,315.1848939,2.703682252,3.672381855,5.692358204,8.16,12.7253,,X,0.173149027,2079.133834,MBA,Otto Matic,11/21/14,85.48
2000759,   759 Vinifera (1913 SJ),2.617238571,0.20630112,19.91025167,318.4308585,1.209255653,2.077299322,3.15717782,4.234217572,10.5,14.229,X,,0.232776485,1546.547968,MBA,Otto Matic,8/26/13,45.11
2000760,   760 Massinga (1913 SL),3.15197962,0.231202546,12.52932954,331.6725694,200.7373097,2.423233905,3.880725334,5.596072126,7.96,10.72,,SU,0.176128231,2043.965344,MBA,Otto Matic,11/8/14,71.29
2000762,   762 Pulcova (1913 SQ),3.157066142,0.102581511,13.08715623,305.765263,189.0881375,2.833209526,3.480922758,5.609623621,8.28,5.839,,F,0.175702748,2048.915028,MBA,Otto Matic,3/14/16,137.08
2000764,   764 Gedania (1913 SU),3.1910424,0.1000206,10.03361,259.0142,155.60443,2.8718724,3.5102124,5.700422687,9.48,24.9751,,C,0.17290407,2082.079387,MBA,MPCLINUX,1902-??-??,58.28
2000766,   766 Moguntia (1913 SW),3.0191594,0.0944714,10.07909,7.937,72.62256,2.7339352,3.3043836,5.246108548,10.15,4.8164,,MU,0.1878776,1916.141147,MBA,MPCLINUX,1908-??-??,31.28
2000767,   767 Bondia (1913 SX),3.1252251,0.175144,2.42038,79.70213,267.02271,2.5778607,3.6725895,5.524972976,10,,B,,0.17839477,2017.99638,MBA,MPCLINUX,1915-??-??,41.54
2000769,   769 Tatjana (1913 TA),3.168285,0.185261,7.36976,38.49753,254.19447,2.5813254,3.7552446,5.639551538,8.9,35.08,,,0.17477033,2059.846199,MBA,MPCLINUX,1914-??-??,106.44
2000770,   770 Bali (1913 TE),2.2212799,0.1509276,4.38596,44.72696,18.08854,1.8860275,2.5565323,3.310648972,11.11,5.9513,,S,0.29771392,1209.214537,MBA,MPCLINUX,1905-??-??,16
2000771,   771 Libera (1913 TO),2.651287818,0.248972655,14.94098405,218.2298379,227.3958006,1.991189651,3.311385985,4.317113997,10.49,5.892,X,X,0.228306754,1576.825887,MBA,Otto Matic,11/27/13,29.38
2000772,   772 Tanete (1913 TR),2.999151275,0.091441957,28.85876978,63.85154178,145.7454284,2.724903012,3.273399537,5.194045622,8.33,11.8,,C,0.189760806,1897.125163,MBA,Otto Matic,1/16/14,117.66
2000773,   773 Irmintraud (1913 TV),2.858121313,0.081132273,16.68625467,322.4126072,332.4448362,2.626235435,3.090007192,4.832025195,9.1,6.7514,T,D,0.203977886,1764.897202,MBA,Otto Matic,12/22/13,95.88
2000774,   774 Armor (1913 TW),3.046383122,0.170149367,5.561477272,250.2972299,28.80039394,2.528042963,3.564723282,5.317224329,8.6,25.162,,,0.185364811,1942.116186,MBA,Otto Matic,12/16/08,50.37
2000775,   775 Lumiere (1914 TX),3.0122444,0.0727097,9.28955,297.76163,167.14226,2.793225,3.2312638,5.228095487,10.4,6.103,,S,0.18852492,1909.561877,MBA,MPCLINUX,1930-??-??,33.59
2000776,   776 Berbericia (1914 TY),2.93186298,0.162120668,18.25311825,79.83255912,307.3789587,2.456547396,3.407178564,5.020231068,7.68,7.668,Cgh,C,0.19633086,1833.639397,MBA,Otto Matic,3/29/14,151.17
2000777,   777 Gutemberga (1914 TZ),3.2228651,0.1075856,12.93872,283.31845,262.94258,2.8761312,3.569599,5.785906184,9.8,12.88,,,0.17034951,2113.302234,OMB,MPCLINUX,1924-??-??,65.57
2000778,   778 Theobalda (1914 UA),3.1892182,0.249884,13.68366,321.71782,134.17417,2.3922836,3.9861528,5.695535315,9.66,11.659,,F,0.17305244,2080.294274,MBA,MPCLINUX,1923-??-??,64.06
2000779,   779 Nina (1914 UB),2.667505063,0.22398023,14.57817132,283.7852675,49.19133706,2.070036664,3.264973462,4.356784519,8.3,11.186,X,,0.226227916,1591.315546,MBA,Otto Matic,7/29/16,76.62
2000780,   780 Armenia (1914 UC),3.112629,0.0972243,19.08563,144.86331,215.01155,2.8100058,3.4152522,5.491604345,9,19.891,,,0.17947875,2005.808487,MBA,MPCLINUX,1909-??-??,94.4
2000781,   781 Kartvelia (1914 UF),3.2172859,0.1152443,19.1506,138.11665,156.4387,2.846512,3.5880598,5.770888618,9.4,19.06,Xc,CPU:,0.17079281,2107.817068,OMB,MPCLINUX,1926-??-??,66.02
2000782,   782 Montefiore (1914 UK),2.1802717,0.0387518,5.26095,80.50608,80.97049,2.0957822,2.2647612,3.21939407,11.58,4.08,Sl,S,0.30615273,1175.883684,MBA,MPCLINUX,1915-??-??,11.88
2000783,   783 Nora (1914 UL),2.344667662,0.228542448,9.329850745,142.1678195,154.624114,1.808811575,2.880523748,3.590295069,10.6,34.4,C,,0.274525148,1311.355274,MBA,Otto Matic,8/28/11,40.02
2000784,   784 Pickeringia (1914 UM),3.0980507,0.2416654,12.28661,14.96189,238.42059,2.349359,3.8467424,5.453068915,9,13.17,C,,0.18074708,1991.733421,MBA,MPCLINUX,1921-??-??,89.42
2000785,   785 Zwetana (1914 UN),2.569062882,0.209916032,12.76744596,71.90055446,131.5539978,2.029775396,3.108350368,4.117847927,9.45,8.8882,Cb,M,0.239354707,1504.043955,MBA,Otto Matic,10/11/20,48.54
2000786,   786 Bredichina (1914 UO),3.1699877,0.1645793,14.55274,89.89123,133.64815,2.6482733,3.6917021,5.644098263,8.65,18.61,,C,0.17462954,2061.506891,MBA,MPCLINUX,1914-??-??,91.6
2000787,   787 Moskva (1914 UQ),2.5394705,0.1287562,14.83811,184.05037,125.3152,2.2124979,2.8664431,4.046904588,9.9,6.056,,,0.24355066,1478.131901,MBA,MPCLINUX,1915-??-??,27.51
2000788,   788 Hohensteina (1914 UR),3.1247628,0.1320364,14.33649,177.857,48.4674,2.7121804,3.5373452,5.523747127,8.3,37.176,,,0.17843436,2017.548638,MBA,MPCLINUX,1915-??-??,103.68
2000790,   790 Pretoria (1912 NW),3.409347784,0.150867741,20.52826977,252.0509691,38.96941189,2.894987187,3.923708381,6.295281581,8,10.37,,P,0.156565877,2299.351597,OMB,Otto Matic,1/5/24,170.37
2000791,   791 Ani (1914 UV),3.120417185,0.196967838,16.3854242,130.0277297,201.6725952,2.505795358,3.735039013,5.512228266,9.25,16.72,,C,0.178807233,2013.341374,MBA,Otto Matic,12/6/15,103.52
2000792,   792 Metcalfia (1907 ZC),2.622393556,0.129892351,8.6168855,265.1415083,227.3752008,2.281764691,2.963022421,4.246733477,10.33,9.17,X,,0.23209045,1551.119403,MBA,Otto Matic,2/4/15,60.73
2000793,   793 Arizona (1907 ZD),2.7964643,0.1243797,15.78764,36.09527,309.41199,2.4486409,3.1442877,4.676512592,10.26,7.399,S,DU:,0.21076096,1708.096224,MBA,MPCLINUX,1907-??-??,28.95
2000794,   794 Irenaea (1914 VB),3.1287003,0.2960695,5.41832,160.46424,131.69071,2.2023876,4.055013,5.534191211,11.1,9.14,,,0.17809762,2021.36334,MBA,MPCLINUX,1915-??-??,35.8
2000795,   795 Fini (1914 VE),2.749098969,0.101827073,19.05845719,17.41269184,190.8407076,2.469166267,3.029031672,4.558204072,9.7,9.292,C,,0.216231276,1664.884037,MBA,Otto Matic,3/16/17,74.66
2000796,   796 Sarita (1914 VH),2.636694077,0.318346411,19.04132956,33.31462268,329.7216999,1.79731198,3.476076174,4.281518428,9.12,8.1755,X,XD,0.230204844,1563.824606,MBA,Otto Matic,10/16/14,44.96
2000798,   798 Ruth (1914 VT),3.0126699,0.0390509,9.22892,214.48788,41.09873,2.8950224,3.1303174,5.229203321,9.44,8.55,,M,0.18848498,1909.966513,MBA,MPCLINUX,1880-??-??,43.19
2000799,   799 Gudula (1915 WO),2.541925846,0.021675416,5.281164346,164.8922922,235.0840042,2.486828546,2.597023147,4.052775228,10.3,14.814,,,0.243197865,1480.276152,MBA,Otto Matic,4/4/07,43.63
2000801,   801 Helwerthia (1915 WQ),2.6050367,0.0776483,14.1213,185.9979,335.67316,2.40276,2.8073134,4.204641489,11.55,23.93,,XC,0.23441387,1535.745304,MBA,MPCLINUX,1915-??-??,33.23
2000803,   803 Picka (1915 WS),3.1972523,0.064894,8.67414,250.98854,61.92682,2.9897698,3.4047348,5.717070577,9.6,5.0743,,,0.17240058,2088.160028,MBA,MPCLINUX,1915-??-??,46.5
2000804,   804 Hispania (1915 WT),2.838419191,0.13830374,15.36342624,347.7461926,342.9511263,2.445855202,3.23098318,4.782147903,7.84,14.845,C,PC,0.206105353,1746.679522,MBA,Otto Matic,9/24/07,157.58
2000805,   805 Hormuthia (1915 WW),3.1932778,0.1870725,15.72669,166.46102,132.65952,2.5959033,3.7906523,5.706413786,9.82,9.51,,CX,0.17272254,2084.267635,MBA,MPCLINUX,1915-??-??,66.94
2000806,   806 Gyldenia (1915 WX),3.2094268,0.0747185,14.24037,44.01762,118.74981,2.9696232,3.4492304,5.749756029,10.6,14.45,,,0.17142054,2100.09839,OMB,MPCLINUX,1915-??-??,62.63
2000807,   807 Ceraskia (1915 WY),3.0193767,0.0675315,11.30545,132.2668,339.03806,2.8154737,3.2232797,5.246674888,10.56,7.4,,S,0.18785732,1916.348003,MBA,MPCLINUX,1909-??-??,26.24
2000808,   808 Merxia (1901 GY),2.7461271,0.1265801,4.72322,181.09071,274.04108,2.3985221,3.0937321,4.550814512,9.7,30.631,Sq,,0.21658239,1662.185,MBA,MPCLINUX,1901-??-??,32.49
2000813,   813 Baumeia (1915 YR),2.2228665,0.0262437,6.29626,51.98349,314.94873,2.1645303,2.2812027,3.314196678,11.7,10.544,,,0.29739523,1210.510337,MBA,MPCLINUX,1907-??-??,13.5
2000814,   814 Tauris (1916 YT),3.1516618,0.3088477,21.8270525,88.79723079,296.8277625,2.178278302,4.125045297,5.595225754,8.74,35.8,C,C,0.176154873,2043.656207,MBA,Otto Matic,1/30/16,109.56
2000815,   815 Coppelia (1916 YU),2.6592149,0.0749738,13.86126,57.13136,59.17091,2.4598435,2.8585863,4.336490184,10.7,4.421,Xe,,0.22728664,1583.90304,MBA,MPCLINUX,1916-??-??,21.1
2000816,   816 Juliana (1916 YV),3.0004554,0.1103046,14.32903,127.88756,22.11091,2.6694914,3.3314194,5.197433853,10.5,10.58,,,0.1896371,1898.362715,MBA,MPCLINUX,1926-??-??,59.85
2000817,   817 Annika (1916 YW),2.5905778,0.1787946,11.33827,125.64062,284.47995,2.1273965,3.0537591,4.169684206,10.8,10.56,,,0.23637912,1522.977156,MBA,MPCLINUX,1916-??-??,22.05
2000818,   818 Kapteynia (1916 YZ),3.168108,0.0954465,15.6668,70.83181,293.47874,2.8657232,3.4704928,5.639078846,9.1,16.35,,,0.17478498,2059.673549,MBA,MPCLINUX,1917-??-??,49.45
2000820,   820 Adriana (1916 ZB),3.127947023,0.050408429,5.938339735,118.5480345,186.9120145,2.970272127,3.285621918,5.532192526,11,,,,0.178161964,2020.63332,MBA,Otto Matic,9/24/35,58.65
2000823,   823 Sisigambis (1916 ZG),2.2215673,0.0897608,3.64658,255.06987,218.81218,2.0221576,2.420977,3.311291402,11.38,146,,,0.29765616,1209.449185,MBA,MPCLINUX,1916-??-??,16.63
2000824,   824 Anastasia (1916 ZH),2.7947626,0.1356791,8.12125,141.41201,141.92974,2.4155717,3.1739535,4.672244721,10.41,250,L,S,0.21095348,1706.537385,MBA,MPCLINUX,1916-??-??,34.14
2000825,   825 Tanina (1916 ZL),2.2260189,0.0752933,3.40021,101.43062,111.85049,2.0584146,2.3936232,3.321249253,11.86,6.94,S,SR,0.29676372,1213.08629,MBA,MPCLINUX,1916-??-??,11.02
2000826,   826 Henrika (1916 ZO),2.7164457,0.2037599,7.108,230.32558,36.43754,2.162943,3.2699484,4.477233282,11.3,5.9844,C,,0.22014182,1635.309456,MBA,MPCLINUX,1921-??-??,19.28
2000828,   828 Lindemannia (1916 ZX),3.189061649,0.032455331,1.132040913,1.872890082,289.5691996,3.085559597,3.292563702,5.695116003,10.33,,,XFU,0.173065181,2080.14112,MBA,Otto Matic,10/26/05,53.39
2000829,   829 Academia (1916 ZY),2.58014,0.1004406,8.28239,352.52618,41.66825,2.3209892,2.8392908,4.144509174,10.7,7.891,,,0.23781496,1513.781976,MBA,MPCLINUX,1914-??-??,43.76
2000830,   830 Petropolitana (1916 ZZ),3.2130515,0.0618132,3.81598,340.76522,85.391,3.0144425,3.4116605,5.759499303,9.1,39,,S,0.17113055,2103.65712,OMB,MPCLINUX,1916-??-??,41.22
2000834,   834 Burnhamia (1916 AD),3.173863647,0.208898262,3.954856478,183.5042441,89.2131018,2.510849048,3.836878247,5.654453017,9.39,13.875,,GS:,0.174309749,2065.288964,MBA,Otto Matic,10/26/05,66.65
2000835,   835 Olivia (1916 AE),3.2198856,0.0907444,3.70603,309.21654,62.0769,2.927699,3.5120722,5.777884619,11.9,,,,0.17058601,2110.372357,OMB,MPCLINUX,1916-??-??,35.65
2000838,   838 Seraphina (1916 AH),2.897425038,0.135070436,10.416527,240.1324907,116.7661549,2.506068576,3.288781501,4.932039152,10.09,15.67,,P,0.199841537,1801.4273,MBA,Otto Matic,9/24/16,59.81
2000839,   839 Valborg (1916 AJ),2.6144687,0.1531649,12.60749,338.23729,338.8259,2.2140239,3.0149135,4.227497661,10.2,10.366,,S,0.2331465,1544.093521,MBA,MPCLINUX,1953-??-??,20.39
2000842,   842 Kerstin (1916 AM),3.2353527,0.1224534,14.54729,5.69202,351.54414,2.8391728,3.6315326,5.819566503,10.8,,,,0.16936421,2125.596665,OMB,MPCLINUX,1916-??-??,39.16
2000845,   845 Naema (1916 AS),2.9418476,0.0677363,12.61222,43.22283,296.1782,2.7425777,3.1411175,5.04589788,9.7,20.892,C,,0.19533219,1843.014201,MBA,MPCLINUX,1916-??-??,54.36
2000846,   846 Lipperta (1916 AT),3.1257806,0.1833205,0.2641,261.54965,129.18651,2.5527609,3.6988003,5.526446016,10.26,1641,,CBU:,0.17834722,2018.534407,MBA,MPCLINUX,1916-??-??,52.41
2000847,   847 Agnia (1915 XX),2.7821146,0.0931114,2.48494,271.08676,130.27371,2.523068,3.0411612,4.640563581,10.29,14.827,S,S,0.21239366,1694.965848,MBA,MPCLINUX,1906-??-??,28.04
2000849,   849 Ara (1912 NY),3.146507659,0.198984071,19.52880946,228.3806664,63.48253229,2.520402754,3.772612563,5.581505949,8.1,4.116,,M,0.176587877,2038.645048,MBA,Otto Matic,7/3/19,61.82
2000850,   850 Altona (1916 S24),3.0072662,0.1243065,15.50483,121.21433,132.79941,2.6334435,3.3810889,5.215140411,9.6,11.197,,,0.18899324,1904.830035,MBA,MPCLINUX,1917-??-??,80.9
2000851,   851 Zeissia (1916 S26),2.2286659,0.0895903,2.39134,141.20598,7.53343,2.0289991,2.4283327,3.327175107,11.62,9.34,,S,0.29623517,1215.250708,MBA,MPCLINUX,1926-??-??,12.26
2000852,   852 Wladilena (1916 S27),2.3619821,0.2747343,23.01783,27.31645,282.41557,1.7130646,3.0108996,3.630137735,9.9,4.6134,,,0.27151209,1325.907808,MBA,MPCLINUX,1923-??-??,23.01
2000853,   853 Nansenia (1916 S28),2.3131518,0.1055225,9.21438,182.95798,59.32683,2.0690622,2.5572414,3.518150468,11.69,7.931,Ch,XD,0.28015467,1285.004458,MBA,MPCLINUX,1920-??-??,27
2000857,   857 Glasenappia (1916 S33),2.189980395,0.089081242,5.301370705,82.96994165,238.8374723,1.994894221,2.38506657,3.240921731,11.32,8.23,,MU,0.304119126,1183.746662,MBA,Otto Matic,9/17/20,15.03
2000858,   858 El Djezair (1916 a),2.8150292,0.101037,8.87887,67.25199,177.95028,2.5306071,3.0994513,4.72315884,10,22.31,,S,0.20867947,1725.133766,MBA,MPCLINUX,1908-??-??,23.51
2000859,   859 Bouzareah (1916 c),3.228693483,0.106074803,13.50869203,35.83410421,17.94091203,2.886210459,3.571176507,5.801608622,9.6,23.2,,,0.169888448,2119.037549,OMB,Otto Matic,9/21/16,73.97
2000860,   860 Ursina (1917 BD),2.795940297,0.106697231,13.32084622,309.4593425,19.78329703,2.497621209,3.094259385,4.675198366,10.26,9.386,X,M,0.210820206,1707.616203,MBA,Otto Matic,1903-01-18,29.32
2000861,   861 Aida (1917 BE),3.139386961,0.102702627,8.049122679,115.0435681,194.3603184,2.816963672,3.46181025,5.562569849,9.6,10.95,,,0.177189017,2031.728638,MBA,Otto Matic,1/24/06,66.85
2000862,   862 Franzia (1917 BF),2.804312,0.0799609,13.89835,300.14749,120.36604,2.5800767,3.0285473,4.696212038,10.6,7.52,S,,0.20987687,1715.291447,MBA,MPCLINUX,1903-??-??,27.26
2000863,   863 Benkoela (1917 BH),3.2021792,0.0334035,25.39709,117.00222,93.73243,3.0952152,3.3091432,5.730290752,9.02,7.03,A,A,0.17200284,2092.988697,OMB,MPCLINUX,1917-??-??,27.06
2000865,   865 Zubaida (1917 BO),2.4168658,0.1941422,13.33853,177.09168,301.62159,1.9476502,2.8860814,3.757396255,11.9,11.3533,,,0.2623163,1372.388982,MBA,MPCLINUX,1908-??-??,17.77
2000866,   866 Fatme (1917 BQ),3.125193765,0.055910397,8.648969811,91.29883477,259.2272904,2.950462941,3.299924588,5.524889877,9.2,20.03,X,,0.178397453,2017.966028,MBA,Otto Matic,3/16/17,88.31
2000867,   867 Kovacia (1917 BS),3.0663651,0.1298509,5.97678,46.85811,69.80699,2.6681948,3.4645354,5.369625517,11.3,8.6772,,,0.18355587,1961.25572,MBA,MPCLINUX,1917-??-??,24.04
2000868,   868 Lova (1917 BU),2.703594372,0.148697231,5.83603993,115.8062623,287.6557542,2.301577376,3.105611369,4.445498857,10.22,41.3,Ch,C:,0.221713314,1623.718458,MBA,Otto Matic,12/11/19,52.47
2000869,   869 Mellena (1917 BV),2.690881,0.2188832,7.83355,154.93793,107.13994,2.1018924,3.2798696,4.414179058,12.4,6.5155,,,0.22328643,1612.278901,MBA,MPCLINUX,1930-??-??,18.52
2000872,   872 Holda (1917 BZ),2.7310863,0.0801911,7.36856,194.80099,18.49682,2.5120775,2.9500951,4.51347797,9.91,5.945,X,M,0.21837401,1648.547829,MBA,MPCLINUX,1900-??-??,30.04
2000873,   873 Mechthild (1917 CA),2.6295676,0.1485007,5.2623,150.19141,109.11061,2.239075,3.0200602,4.264172103,11.49,10.6,,PC,0.2311413,1557.488861,MBA,MPCLINUX,1917-??-??,29.04
